date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:39:06	286418/286418	---MCZ	200	added ('OK')	text/css	date:Fri,%2005%20May%202023%2012:44:07%20GMT	https://otaru.qodeinteractive.com/wp-content/plugins/otaru-core/assets/css/otaru-core.min.css?ver=6.3.1	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/plugins/otaru-core/assets/css/otaru-core.min9b30.css	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:06	6940/6940	---MCZ	200	added ('OK')	text/css	date:Tue,%2026%20Apr%202022%2011:23:26%20GMT	https://otaru.qodeinteractive.com/wp-content/plugins/otaru-core/assets/plugins/magnific-popup/magnific-popup.css?ver=6.3.1	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/plugins/otaru-core/assets/plugins/magnific-popup/magnific-popup9b30.css	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:06	237118/237118	---MCZ	200	added ('OK')	text/css	date:Tue,%2024%20May%202022%2008:21:43%20GMT	https://otaru.qodeinteractive.com/wp-content/themes/otaru/assets/css/grid.min.css?ver=6.3.1	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/themes/otaru/assets/css/grid.min9b30.css	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:07	512/512	---MCZ	200	added ('OK')	text/css	date:Fri,%2005%20May%202023%2012:43:57%20GMT	https://otaru.qodeinteractive.com/wp-content/themes/otaru/style.css?ver=6.3.1	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/themes/otaru/style9b30.css	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:07	5551/5551	---MCZ	200	added ('OK')	text/css	date:Tue,%2026%20Apr%202022%2011:23:26%20GMT	https://otaru.qodeinteractive.com/wp-content/plugins/otaru-core/inc/plugins/elementor/assets/css/elementor.min.css?ver=6.3.1	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/plugins/otaru-core/inc/plugins/elementor/assets/css/elementor.min9b30.css	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:08	19363/19363	---MCZ	200	added ('OK')	text/css	date:Fri,%2005%20May%202023%2012:49:15%20GMT	https://otaru.qodeinteractive.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min3b94.css	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:08	81395/81395	---MCZ	200	added ('OK')	text/css	date:Fri,%2005%20May%202023%2012:56:04%20GMT	https://otaru.qodeinteractive.com/wp-content/uploads/elementor/css/custom-frontend-lite.min.css?ver=1683291364	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/uploads/elementor/css/custom-frontend-lite.minbe6d.css	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:08	1102/1102	---MCZ	200	added ('OK')	text/css	date:Fri,%2005%20May%202023%2012:56:04%20GMT	https://otaru.qodeinteractive.com/wp-content/uploads/elementor/css/post-8776.css?ver=1683291364	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/uploads/elementor/css/post-8776be6d.css	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:09	117/117	---MCZ	200	added ('OK')	text/css	date:Fri,%2005%20May%202023%2019:39:06%20GMT	https://otaru.qodeinteractive.com/wp-content/uploads/elementor/css/post-1412.css?ver=1683315546	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/uploads/elementor/css/post-1412b181.css	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:09	80/80	---MCZ	200	added ('OK')	text/css	date:Wed,%2028%20Sep%202022%2011:53:39%20GMT	https://otaru.qodeinteractive.com/wp-content/plugins/qode-zendesk-chat//assets/main.css?ver=6.3.1	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/plugins/qode-zendesk-chat/assets/main9b30.css	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:10	87482/87482	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2008%20Aug%202023%2021:51:22%20GMT	https://otaru.qodeinteractive.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.0	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-includes/js/jquery/jquery.min3088.js	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:10	13577/13577	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2008%20Aug%202023%2021:51:22%20GMT	https://otaru.qodeinteractive.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:10	727/727	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Sep%202022%2013:15:30%20GMT	https://otaru.qodeinteractive.com/wp-content/uploads/2022/09/cropped-Favicon-32x32.png	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/uploads/2022/09/cropped-Favicon-32x32.png	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:11	6996/6996	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Sep%202022%2013:15:30%20GMT	https://otaru.qodeinteractive.com/wp-content/uploads/2022/09/cropped-Favicon-192x192.png	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/uploads/2022/09/cropped-Favicon-192x192.png	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:12	6431/6431	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Sep%202022%2013:15:30%20GMT	https://otaru.qodeinteractive.com/wp-content/uploads/2022/09/cropped-Favicon-180x180.png	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/uploads/2022/09/cropped-Favicon-180x180.png	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:12	113774/113774	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20Aug%202022%2012:02:33%20GMT	https://otaru.qodeinteractive.com/wp-content/uploads/2022/05/shop-img-01-1.jpg	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/uploads/2022/05/shop-img-01-1.jpg	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:12	24147/24147	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Sep%202022%2013:18:52%20GMT	https://otaru.qodeinteractive.com/wp-content/uploads/2022/05/shop-img-01-1-680x864.jpg	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/uploads/2022/05/shop-img-01-1-680x864.jpg	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:13	78722/78722	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Aug%202022%2013:26:35%20GMT	https://otaru.qodeinteractive.com/wp-content/uploads/2022/08/shop-img-111-1-1.jpg	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/uploads/2022/08/shop-img-111-1-1.jpg	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:13	6459/6459	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Sep%202022%2013:15:56%20GMT	https://otaru.qodeinteractive.com/wp-content/uploads/2022/08/shop-img-111-1-1-326x326.jpg	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/uploads/2022/08/shop-img-111-1-1-326x326.jpg	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:14	66553/66553	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Aug%202022%2013:26:33%20GMT	https://otaru.qodeinteractive.com/wp-content/uploads/2022/08/shop-img-111-3-1.jpg	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/uploads/2022/08/shop-img-111-3-1.jpg	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:14	5999/5999	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Sep%202022%2013:15:57%20GMT	https://otaru.qodeinteractive.com/wp-content/uploads/2022/08/shop-img-111-3-1-326x326.jpg	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/uploads/2022/08/shop-img-111-3-1-326x326.jpg	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:15	97151/97151	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Aug%202022%2013:28:08%20GMT	https://otaru.qodeinteractive.com/wp-content/uploads/2022/08/shop-img-111-2-1.jpg	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/uploads/2022/08/shop-img-111-2-1.jpg	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:15	7251/7251	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Sep%202022%2013:15:56%20GMT	https://otaru.qodeinteractive.com/wp-content/uploads/2022/08/shop-img-111-2-1-326x326.jpg	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/uploads/2022/08/shop-img-111-2-1-326x326.jpg	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:16	8519/8519	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20May%202022%2015:43:31%20GMT	https://otaru.qodeinteractive.com/wp-content/uploads/2022/05/subscriber-img-02.jpg	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/uploads/2022/05/subscriber-img-02.jpg	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:16	8881/8881	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Sep%202022%2013:16:03%20GMT	https://otaru.qodeinteractive.com/wp-content/uploads/2022/05/shop-img-115a-326x326.jpg	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/uploads/2022/05/shop-img-115a-326x326.jpg	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:17	8886/8886	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Sep%202022%2013:18:20%20GMT	https://otaru.qodeinteractive.com/wp-content/uploads/2022/05/shop-img-10-326x326.jpg	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/uploads/2022/05/shop-img-10-326x326.jpg	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:18	8718/8718	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Sep%202022%2013:16:06%20GMT	https://otaru.qodeinteractive.com/wp-content/uploads/2022/08/shop-img-114-326x326.jpg	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/uploads/2022/08/shop-img-114-326x326.jpg	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:19	9321/9321	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Sep%202022%2013:16:06%20GMT	https://otaru.qodeinteractive.com/wp-content/uploads/2022/08/shop-img-115-326x326.jpg	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/uploads/2022/08/shop-img-115-326x326.jpg	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:20	143892/143892	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Sep%202023%2011:09:21%20GMT	https://otaru.qodeinteractive.com/product/smart-headphones/?add-to-cart=1468	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/product/smart-headphones/index9da1.html	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:20	14010/14010	---M--	200	added ('OK')	image/png	date:Tue,%2002%20Aug%202022%2013:23:23%20GMT	https://otaru.qodeinteractive.com/wp-content/uploads/2022/08/logo-footer-img.png	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/uploads/2022/08/logo-footer-img.png	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:21	143583/143583	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Sep%202023%2011:09:21%20GMT	https://otaru.qodeinteractive.com/product/smart-headphones/?add-to-cart=6657	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/product/smart-headphones/indexeb5b.html	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:21	3405/3405	---M--	200	added ('OK')	image/png	date:Wed,%2025%20May%202022%2020:48:23%20GMT	https://otaru.qodeinteractive.com/wp-content/uploads/2022/05/logo-sidearea.png	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/uploads/2022/05/logo-sidearea.png	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:21	7517/7517	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20May%202022%2019:42:57%20GMT	https://otaru.qodeinteractive.com/wp-content/uploads/2022/05/instagram-img-01-291x300.jpg	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/uploads/2022/05/instagram-img-01-291x300.jpg	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:21	135640/135640	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20May%202022%2019:42:59%20GMT	https://otaru.qodeinteractive.com/wp-content/uploads/2022/05/instagram-img-02.jpg	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/uploads/2022/05/instagram-img-02.jpg	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:22	74045/74045	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20May%202022%2019:43:02%20GMT	https://otaru.qodeinteractive.com/wp-content/uploads/2022/05/instagram-img-03.jpg	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/uploads/2022/05/instagram-img-03.jpg	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:22	29255/29255	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20May%202022%2019:42:56%20GMT	https://otaru.qodeinteractive.com/wp-content/uploads/2022/05/instagram-img-04.jpg	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/uploads/2022/05/instagram-img-04.jpg	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:23	146339/146339	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Sep%202023%2011:09:23%20GMT	https://otaru.qodeinteractive.com/product/smart-headphones/?add-to-cart=6660	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/product/smart-headphones/index72ae.html	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:23	44678/44678	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20May%202022%2019:46:31%20GMT	https://otaru.qodeinteractive.com/wp-content/uploads/2022/05/instagram-img-05.jpg	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/uploads/2022/05/instagram-img-05.jpg	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:23	16676/16676	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20May%202022%2019:47:26%20GMT	https://otaru.qodeinteractive.com/wp-content/uploads/2022/05/instagram-img-06.jpg	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/uploads/2022/05/instagram-img-06.jpg	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:23	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22650aaa83-4d7%22	https://otaru.qodeinteractive.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:24	58260/58260	---MCZ	200	added ('OK')	text/css	date:Mon,%2024%20Oct%202022%2013:38:35%20GMT	https://otaru.qodeinteractive.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.5	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/plugins/revslider/public/assets/css/rs60660.css	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:24	1117/1117	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2005%20May%202023%2012:49:25%20GMT	https://otaru.qodeinteractive.com/wp-content/plugins/anti-spam/assets/js/anti-spam.js?ver=7.3.5	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/plugins/anti-spam/assets/js/anti-spama927.js	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:25	10241/10241	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2005%20May%202023%2012:49:12%20GMT	https://otaru.qodeinteractive.com/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.7.6	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/plugins/contact-form-7/includes/swv/js/indexcfaa.js	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:25	12943/12943	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2005%20May%202023%2012:49:12%20GMT	https://otaru.qodeinteractive.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.7.6	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/plugins/contact-form-7/includes/js/indexcfaa.js	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:26	6988/6988	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263c16c82-1b4c%22	https://export.qodethemes.com/_toolbar/assets/js/rbt-modules.js?ver=6.3.1	C:/My%20Web%20Sites/rprr/export.qodethemes.com/_toolbar/assets/js/rbt-modules9b30.js	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:26	165339/165339	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2013:38:35%20GMT	https://otaru.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rbtools.min.js?ver=6.6.5	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rbtools.min0660.js	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:26	407331/407331	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2013:38:35%20GMT	https://otaru.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.6.5	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rs6.min0660.js	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:27	9505/9505	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2005%20May%202023%2012:49:30%20GMT	https://otaru.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.7.6.1	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.minb69f.js	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:27	3029/3029	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2005%20May%202023%2012:49:30%20GMT	https://otaru.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=7.6.1	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min56be.js	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:28	2666/2666	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2005%20May%202023%2012:49:30%20GMT	https://otaru.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/zoom/jquery.zoom.min.js?ver=1.7.21-wc.7.6.1	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/zoom/jquery.zoom.minc526.js	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:28	6241/6241	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2005%20May%202023%2012:49:30%20GMT	https://otaru.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/frontend/single-product.min.js?ver=7.6.1	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/frontend/single-product.min56be.js	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
16:39:28	1834/1834	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2005%20May%202023%2012:49:30%20GMT	https://otaru.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.7.6.1	C:/My%20Web%20Sites/rprr/otaru.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min44bd.js	(from https://otaru.qodeinteractive.com/product/smart-headphones/)
